id,name,name_en,category,manufacturer,type,torque,speed,weight,voltage,protocol,interface,position_resolution,applications,price_range,compatibility,ros_support,domestic_rate,import_dependency,verified,quarantine,data_quality,source,source_tier,confidence,mech_status,mech_mount_type,mech_standard,std_assessed,std_ros2,entity_kind
RAI-003,Hy-Embodied VLA-0.5,Hy-Embodied VLA-0.5,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,,C,0.3,n_a,,,False,,software
RAI-004,MiniCPM-Robot,MiniCPM-Robot,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,,C,0.3,n_a,,,False,,software
RAI-005,Kairos 3.1,Kairos 3.1,robot_ai_models,,World Model,,,,,,,,,,,,,,False,False,ok,,C,0.3,n_a,,,False,,software
RAI-006,LingBot-VLA 2.0,LingBot-VLA 2.0,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,,C,0.3,n_a,,,False,,software
RAI-007,π₀.5,π₀.5,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Physical Intelligence（无原始链接，未核验）,B,0.5,n_a,,,False,,software
RAI-008,SmolVLA,SmolVLA,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,官方页面（未证实）：https://huggingface.co/blog/smolvla,A,0.55,n_a,,,False,,software
RAI-009,FabriVLA 0.89B,FabriVLA 0.89B,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,,C,0.3,n_a,,,False,,software
RAI-010,TG-VLA,TG-VLA,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,,C,0.3,n_a,,,False,,software
RAI-011,AstraBrain/NeuroVLA,AstraBrain/NeuroVLA,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,,C,0.3,n_a,,,False,,software
RAI-012,Qwen-RobotManip,Qwen-RobotManip,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,,C,0.3,n_a,,,False,,software
RAI-013,Robostral Navigate,Robostral Navigate,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,,C,0.3,n_a,,,False,,software
RAI-014,Cosmos Policy,Cosmos Policy,robot_ai_models,,WAM,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：NVIDIA（无原始链接，未核验）,B,0.5,n_a,,,False,,software
RAI-015,DexCap,DexCap,robot_ai_models,,Manipulation,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Stanford（无原始链接，未核验）,B,0.5,n_a,,,False,,software
RAI-016,OpenVLA 7B,OpenVLA 7B,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,官方页面（未证实）：https://huggingface.co/openvla/openvla-7b,A,0.55,n_a,,,False,,software
RAI-017,StarVLA,StarVLA,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Community（无原始链接，未核验）,B,0.5,n_a,,,False,,software
RAI-018,τ(0)-VLA,τ(0)-VLA,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,,C,0.3,n_a,,,False,,software
RAI-019,InternVLA-A1.5,InternVLA-A1.5,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,,C,0.3,n_a,,,False,,software
RAI-020,Evo-Depth,Evo-Depth,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,,C,0.3,n_a,,,False,,software
RAI-021,Gemini Robotics 2,Gemini Robotics 2,robot_ai_models,,VLA,,,,,,,,,,,,,,False,False,ok,厂商目录声明值：Google DeepMind（无原始链接，未核验）,B,0.5,n_a,,,False,,software
DATA-001,ALOHA (LeRobot),ALOHA (LeRobot),data_acquisition,Stanford University,teleoperation,,,,,,,,data_collection; imitation_learning; vla_training,3000-4000,,,,,True,False,ok,官方页面：https://tonyzhaozh.github.io/aloha/,A,0.88,n_a,,,False,,component
DATA-002,UMI (Universal Manipulation Interface),UMI (Universal Manipulation Interface),data_acquisition,Stanford University,teleoperation,,,,,,,,data_collection; imitation_learning,800,,,,,True,False,ok,官方页面：https://umi-gripper.github.io/,A,0.88,n_a,,,False,,component
DATA-003,GELLO,GELLO,data_acquisition,UC Berkeley,teleoperation,,,,,,,,data_collection; teleoperation,300,,,,,True,False,ok,官方页面：https://wuphilipp.github.io/gello_site/,A,0.88,n_a,,,False,,component
DATA-004,DexCap,DexCap,data_acquisition,Stanford University,motion_capture,,,,,,,,data_collection; dexterous_manipulation,3606,,,,,True,False,ok,官方页面：https://dex-cap.github.io/,A,0.88,n_a,,,False,,component
DATA-005,DexTele,DexTele,data_acquisition,DexRobot,teleoperation,,,,,,,,data_collection; dexterous_manipulation; humanoid_research,企业级,,,,,False,False,ok,,C,0.3,n_a,,,False,,component
DATA-006,OptiTrack,OptiTrack,data_acquisition,NaturalPoint (OptiTrack),motion_capture,,,,,,,,robot_localization; navigation; research,100000-500000,,,,,True,False,ok,官方页面：https://optitrack.com/,A,0.88,n_a,,,False,,component
DATA-007,Vicon,Vicon,data_acquisition,Vicon Motion Systems,motion_capture,,,,,,,,research; film; sports_science,500000-1000000,,,,,True,False,ok,官方页面：https://www.vicon.com/,A,0.88,n_a,,,False,,component
DATA-008,NOKOV,NOKOV,data_acquisition,NOKOV (北京度量科技),motion_capture,,,,,,,,robot_localization; aerospace; defense,300000-800000,,,,,True,False,ok,官方页面：https://www.nokov.com/,A,0.88,n_a,,,False,,component
DATA-009,GelSight Mini,GelSight Mini,data_acquisition,GelSight Inc. (MIT),tactile_sensor,,,,,,,,dexterous_manipulation; vla_training; quality_inspection,350-560,,,,,False,False,ok,厂商目录声明值：GelSight Inc. (MIT)（无原始链接，未核验）,B,0.5,n_a,,,False,,component
DATA-010,Meta DIGIT,Meta DIGIT,data_acquisition,Meta AI Research,tactile_sensor,,,,,,,,dexterous_manipulation; research,150-300,,,,,False,False,ok,厂商目录声明值：Meta AI Research（无原始链接，未核验）,B,0.5,n_a,,,False,,component
DATA-011,DM-Tac W系列,DM-Tac W Series,data_acquisition,Daimon Robotics (戴盟机器人),tactile_sensor,,,,,,,,dexterous_manipulation; industrial_inspection,1299+,,,,,False,False,ok,,C,0.3,n_a,,,False,,component
DATA-012,TachinGlove,TachinGlove,data_acquisition,TachinTech (途见科技),tactile_glove,,,,,,,,data_collection; vla_training,未公开,,,,,False,False,ok,,C,0.3,n_a,,,False,,component
DATA-013,TacUMI,TacUMI,data_acquisition,TUM + Agile Robots + NJU + SHU,multimodal,,,,,,,,data_collection; contact_rich_manipulation,1000-2000,,,,,False,False,ok,,C,0.3,n_a,,,False,,component
DATA-014,PolyUMI,PolyUMI,data_acquisition,Academic Research (ICRA 2026),multimodal,,,,,,,,data_collection; contact_rich_manipulation,研究级,,,,,False,False,ok,,C,0.3,n_a,,,False,,component
DATA-015,GelFinger GF225,GelFinger GF225,data_acquisition,纬钛机器人 (MIT Adelson lab),tactile_sensor,,,,,,,,precision_assembly; flexible_grasping,未公开,,,,,False,False,ok,,C,0.3,n_a,,,False,,component
ACT-hd-leaderdrive-lcs,绿的谐波 LCS 系列谐波减速器,LeaderDrive LCS Series Harmonic Reducer,actuators,"苏州绿的谐波传动科技 (LeaderDrive, 688017.SH)",harmonic_reducer,,,,,,,,humanoid; manipulator; cobot,,,,国产主力,低,False,False,ok,绿的谐波官网 + 东方财富/雪球产业研报 (2026-02~06),C,0.55,not_declared,unknown,,False,,component
ACT-hd-leaderdrive-lcd,绿的谐波 LCD 超薄型谐波减速器,LeaderDrive LCD Ultra-thin Harmonic Reducer,actuators,"苏州绿的谐波传动科技 (LeaderDrive, 688017.SH)",harmonic_reducer,,,,,,,,humanoid; cobot,,,,国产主力,,False,False,ok,绿的谐波产品系列公开资料 + 券商供应链拆解 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-hd-leaderdrive-csg,绿的谐波 CSG 高扭矩型谐波减速器,LeaderDrive CSG High-Torque Harmonic Reducer,actuators,"苏州绿的谐波传动科技 (LeaderDrive, 688017.SH)",harmonic_reducer,,,,,,,,humanoid; quadruped,,,,国产主力,,False,False,ok,绿的谐波产品系列公开资料 + 东方财富供应链分析 (2026-06),C,0.55,not_declared,unknown,,False,,component
ACT-hd-leaderdrive-micro,绿的谐波微型谐波减速器,LeaderDrive Micro Harmonic Reducer,actuators,"苏州绿的谐波传动科技 (LeaderDrive, 688017.SH)",harmonic_reducer,,,,,,,,dexterous_hand; humanoid,,,,国产主力,,False,False,ok,China Humanoid Robotics Tracker (robotics.techbuzzchina.com) + 绿的谐波公开披露,A,0.55,not_declared,unknown,,False,,component
ACT-hd-harmonicdrive-csg2uh,Harmonic Drive CSG-2UH 系列谐波减速器,Harmonic Drive Systems CSG-2UH Series,actuators,"Harmonic Drive Systems Inc. (哈默纳科, 日本)",harmonic_reducer,,,,,,,,humanoid; manipulator; cobot; aerospace,,,,进口,高,False,False,ok,Harmonic Drive Systems 产品体系 + 行业份额研报 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-hd-laifual-series,来福谐波减速器系列,Laifual Harmonic Reducer Series,actuators,浙江来福谐波传动 (Laifual),harmonic_reducer,,,,,,,,manipulator; cobot; humanoid,,,,国产,,False,False,ok,谐波减速器行业格局研报（雪球/东方财富，2026）,C,0.55,not_declared,unknown,,False,,component
ACT-hd-tongchuan-series,同川科技谐波减速器系列,Tongchuan Harmonic Reducer Series,actuators,同川科技 (Tongchuan),harmonic_reducer,,,,,,,,manipulator; cobot,,,,国产,,False,False,ok,谐波减速器行业格局研报（雪球/东方财富，2026）,C,0.55,not_declared,unknown,,False,,component
ACT-hd-shanchuan-hans,杉川谐波减速器（大族激光子公司）,Shanchuan Harmonic Reducer (Han's Laser subsidiary),actuators,杉川谐波 / 大族激光 (002008.SZ),harmonic_reducer,,,,,,,,cobot; humanoid,,,,国产,,False,False,ok,大族激光机器人业务公开资料 + 谐波格局研报 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-prs-wuzhou-reverse,五洲新春 反向式行星滚柱丝杠,Wuzhou Xinchun Inverted Planetary Roller Screw,actuators,五洲新春集团 (603667.SH),planetary_roller_screw,,,,,,,,humanoid; linear_joint; legged,,,,国产龙头,低,False,False,ok,五洲新春公开披露 + 人形机器人丝杠产业链拆解研报 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-prs-henglihydraulic,恒立液压 行星滚柱丝杠 / 线性驱动器,Hengli Hydraulic Planetary Roller Screw & Linear Actuator,actuators,江苏恒立液压 (601100.SH),planetary_roller_screw,,,,,,,,humanoid; linear_joint; machine_tool,,,,国产,,False,False,ok,"恒立液压公开披露 + 丝杠国产替代盘点 (sensorexpert, 2026)",C,0.55,not_declared,unknown,,False,,component
ACT-prs-best-yuhua-c0,贝斯特 宇华精机 C0 级行星滚柱丝杠,BEST / Yuhua Precision C0-Grade Planetary Roller Screw,actuators,无锡贝斯特精机 (300580.SZ) 子公司宇华精机,planetary_roller_screw,,,,,,,,humanoid; linear_joint; machine_tool,,,,国产,,False,False,ok,贝斯特/宇华精机公开披露 + 丝杠八家龙头盘点 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-prs-qinchuan-machine,秦川机床 行星滚柱丝杠,Qinchuan Machine Tool Planetary Roller Screw,actuators,秦川机床工具集团 (000837.SZ),planetary_roller_screw,,,,,,,,humanoid; aerospace; heavy_load_robot; machine_tool,,,,国产,,False,False,ok,秦川机床公开披露 + 丝杠产业链研报 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-prs-beite-c5,北特科技 C5 级行星滚柱丝杠,Beite Technology C5-Grade Planetary Roller Screw,actuators,上海北特科技 (603009.SH),planetary_roller_screw,,,,,,,,humanoid; dexterous_hand; automotive,,,,国产,,False,False,ok,北特科技公开披露 + 丝杠国产替代研报 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-prs-dingzhi-micro,鼎智科技 微型行星滚柱丝杠,Dingzhi Technology Micro Planetary Roller Screw,actuators,"常州鼎智机电 (Dingzhi, 江苏雷利子公司)",planetary_roller_screw,,,,,,,,dexterous_hand; humanoid; medical,,,,国产,,False,False,ok,鼎智科技/江苏雷利公开披露 + 人形零部件研报 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-prs-shuanglin-inverted,双林股份 反向式行星滚柱丝杠,Shuanglin Auto Parts Inverted Planetary Roller Screw,actuators,宁波双林汽车部件 (300100.SZ),planetary_roller_screw,,,,,,,,humanoid; linear_joint; automotive,,,,国产,,False,False,ok,"双林股份公开披露 + 行星滚柱丝杠标的梳理 (同花顺, 2026)",C,0.55,not_declared,unknown,,False,,component
ACT-prs-rollvis-rvr,Rollvis RVR / RVD 行星滚柱丝杠,Rollvis RVR Recirculating / RVD Differential Roller Screw,actuators,"Rollvis SA (瑞士, 2016 年被 GSA 并购)",planetary_roller_screw,,,,,,,,humanoid; precision_optics; medical; aerospace,,,,进口,高,False,False,ok,Rollvis 公开产品资料 + 丝杠全球格局研报 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-prs-gsa-swiss,GSA 行星滚柱丝杠,GSA (Groupe SA) Planetary Roller Screw,actuators,GSA (瑞士),planetary_roller_screw,,,,,,,,humanoid; defense; aerospace,,,,进口,高,False,False,ok,人形机器人丝杠产业链拆解研报 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-prs-ewellix-sr,Ewellix 行星滚柱丝杠（SR/SRA 系列）,Ewellix Planetary Roller Screw (SR/SRA Series),actuators,"Ewellix (瑞典, 2022 年被舍弗勒 Schaeffler 收购)",planetary_roller_screw,,,,,,,,industrial_automation; automotive; humanoid,,,,进口,高,False,False,ok,Ewellix / Schaeffler 公开资料 + 丝杠全球格局研报 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-prs-skf-heavyload,SKF 行星滚柱丝杠（重载系列）,SKF Planetary Roller Screw (Heavy-Load Series),actuators,SKF (瑞典),planetary_roller_screw,,,,,,,,industrial; humanoid; heavy_load,,,,进口,高,False,False,ok,SKF 公开产品资料 + 人形丝杠产业链拆解 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-prs-bosch-rexroth,博世力士乐 行星滚柱丝杠,Bosch Rexroth Planetary Roller Screw,actuators,Bosch Rexroth (德国),planetary_roller_screw,,,,,,,,industrial; machine_tool; humanoid,,,,进口,高,False,False,ok,Bosch Rexroth 公开产品资料 + 丝杠全球格局研报 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-fm-kinco-fmk,步科股份 FMK 系列无框力矩电机（第四代）,Kinco FMK Series Frameless Torque Motor (Gen-4),actuators,"上海步科自动化 (Kinco, 688160.SH)",frameless_torque_motor,,,,,,,,humanoid; cobot,,,,国产主力,,False,False,ok,步科股份投资者关系活动记录 (2026-05) + 官网产品资料,C,0.55,not_declared,unknown,,False,,component
ACT-fm-kinco-fmc,步科股份 FMC 系列无框中空力矩电机,Kinco FMC Series Frameless Hollow-Shaft Torque Motor,actuators,"上海步科自动化 (Kinco, 688160.SH)",frameless_torque_motor,,,,,,,,humanoid; cobot,,,,国产主力,,True,False,ok,步科股份官网 FMC 产品资料 (kinco.cn),B,0.9,not_declared,unknown,,False,,component
ACT-fm-leisai-fm2,雷赛智能 FM2 系列超高密度无框力矩电机,Leadshine FM2 Series Ultra-High-Density Frameless Torque Motor,actuators,"深圳雷赛智能 (Leadshine, 002979.SZ) / 上海雷赛机器人",frameless_torque_motor,,,,,,,,humanoid; cobot; quadruped,,,,国产主力,,False,False,ok,雷赛智能官网 + 国产无框力矩电机横评 (2026-05),C,0.55,not_declared,unknown,,False,,component
ACT-fm-leisai-fm1,雷赛智能 FM1 系列高密度无框力矩电机,Leadshine FM1 Series High-Density Frameless Torque Motor,actuators,"深圳雷赛智能 (Leadshine, 002979.SZ)",frameless_torque_motor,,,,,,,,cobot; humanoid; industrial,,,,国产,,True,False,ok,雷赛智能官网产品资料 (leisai.com),B,0.9,not_declared,unknown,,False,,component
ACT-fm-hcfa-humdb,禾川科技 Hu-MDB 系列无框力矩电机,HCFA Hu-MDB Series Frameless Torque Motor,actuators,"浙江禾川科技 (HCFA, 688320.SH)",frameless_torque_motor,,,,,,,,humanoid; cobot; quadruped,,,,国产,,True,False,ok,禾川科技官网 Hu-MDB 产品资料 (hcfa.cn),B,0.9,not_declared,unknown,,False,,component
ACT-fm-inovance-mx-tmb,汇川技术 MX / TMB 系列无框力矩电机,Inovance MX / TMB Series Frameless Torque Motor,actuators,"深圳汇川技术 (Inovance, 300124.SZ)",frameless_torque_motor,,,,,,,,humanoid; cobot; industrial,,,,国产主力,,False,False,ok,汇川技术官网 + 机器人电机行业分析 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-fm-haozhi-frameless,昊志机电 无框力矩电机,Haozhi Electromechanical Frameless Torque Motor,actuators,广州昊志机电 (300503.SZ),frameless_torque_motor,,,,,,,,humanoid; cobot; massage_robot,,,,国产,,True,False,ok,昊志机电官网产品资料 (haozhihs.com),A,0.9,not_declared,unknown,,False,,component
ACT-fm-veichi-micro,伟创电气 微型无框力矩电机,VEICHI Micro Frameless Torque Motor,actuators,苏州伟创电气 (688698.SH),frameless_torque_motor,,,,,,,,dexterous_hand; humanoid; micro_joint,,,,国产,,False,False,ok,"伟创电气官网 + 无框力矩电机上市企业盘点 (aibangbots, 2026)",C,0.55,not_declared,unknown,,False,,component
ACT-fm-wolong-frameless,卧龙电驱 无框力矩电机 / 高爆发关节模组,Wolong Electric Frameless Torque Motor & High-Burst Joint Module,actuators,卧龙电气驱动集团 (600580.SH),frameless_torque_motor,,,,,,,,humanoid; quadruped; industrial,,,,国产主力,,False,False,ok,卧龙电驱公开披露 + 机器人电机企业分析 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-fm-hanslaser-frameless,大族电机 无框力矩电机,Han's Motor Frameless Torque Motor,actuators,大族电机 / 大族激光 (002008.SZ),frameless_torque_motor,,,,,,,,humanoid; cobot; industrial,,,,国产,,False,False,ok,大族激光官网 + 无框力矩电机企业盘点 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-fm-qianghe-u-series,强和电机 U 系列无框力矩电机,Qianghe Motor U-Series Frameless Torque Motor,actuators,深圳市强和电机有限公司,frameless_torque_motor,,,,,,,,cobot; humanoid; medical; semiconductor,,,,国产,,False,False,ok,国产无框力矩电机厂家横评 (2026-05) + 企业公开资料,C,0.55,not_declared,unknown,,False,,component
ACT-fm-mingzhi-coreless,鸣志电器 空心杯微型伺服电机（灵巧手）,MOONS' Coreless Micro Servo Motor for Dexterous Hands,actuators,上海鸣志电器 (603728.SH),coreless_motor,,,,,,,,dexterous_hand; humanoid; medical,,,,国产主力,,False,False,ok,"鸣志电器公开披露 + 人形伺服赛道分析 (东方财富, 2026-07)",C,0.55,not_declared,unknown,,False,,component
SENS-ft-sri-m35xx,宇立仪器 M35XX 超薄型六维力传感器,SRI M35XX Ultra-thin 6-Axis Force/Torque Sensor,sensors,宇立仪器 (Sunrise Instruments / SRI),force_torque_6axis,,,,,,,,humanoid; prosthetics; biomechanics,,,,国产,,True,False,ok,宇立仪器官网产品页 (srisensor.com.cn/product/lzlcgq.html),A,0.9,not_declared,unknown,,False,,component
SENS-ft-sri-c025xx,宇立仪器 C025XX-C060XX 人形机器人六维力传感器,SRI C025XX-C060XX Humanoid 6-Axis F/T Sensor,sensors,宇立仪器 (Sunrise Instruments / SRI),force_torque_6axis,,,,,,,,humanoid; wrist_joint,,,,国产,,True,False,ok,宇立仪器官网产品页 (srisensor.com.cn),B,0.9,partial,direct_mount,,False,,component
SENS-ft-sri-c075xx,宇立仪器 C075XX 协作机器人六维力传感器,SRI C075XX Collaborative Robot 6-Axis F/T Sensor,sensors,宇立仪器 (Sunrise Instruments / SRI),force_torque_6axis,,,,,,,,cobot; humanoid; medical; industrial,,,,国产,,True,False,ok,"宇立仪器官网产品页 (srisensor.com.cn/product/lzlcgq.html, 2026 新品)",A,0.9,partial,direct_mount,,False,,component
SENS-ft-sri-m221x,宇立仪器 M221X 关节扭矩传感器,SRI M221X Joint Torque Sensor,sensors,宇立仪器 (Sunrise Instruments / SRI),joint_torque_sensor,,,,,,,,cobot; humanoid; joint_torque_control,,,,国产,,True,False,ok,宇立仪器官网产品页 (srisensor.com.cn/product),A,0.9,not_declared,unknown,,False,,component
SENS-ft-sri-m37xx,宇立仪器 M37XX / M47XX 六维力传感器,SRI M37XX / M47XX 6-Axis Force/Torque Sensor,sensors,宇立仪器 (Sunrise Instruments / SRI),force_torque_6axis,,,,,,,,manipulator; cobot; testing; humanoid,,,,国产,,True,False,ok,宇立仪器官网产品中心 (srisensor.com.cn/product),A,0.9,not_declared,unknown,,False,,component
SENS-ft-kunwei-kwr-n,坤维科技 KWR-N 高精度六维力传感器,KunWei KWR-N High-Precision 6-Axis F/T Sensor,sensors,常州坤维科技 (KunWei),force_torque_6axis,,,,,,,,cobot; humanoid; testing; industrial,,,,国产头部,,False,False,ok,"六维力传感器主流供应商与供应链状况 (eefocus, 2026-03) + 坤维官网",C,0.55,not_declared,unknown,,False,,component
SENS-ft-hipersen-hpsft,海伯森 HPS-FT 系列六维力传感器,Hipersen HPS-FT Series 6-Axis F/T Sensor,sensors,深圳海伯森技术 (Hipersen),force_torque_6axis,,,,,,,,3c_electronics; light_load_robot; cobot,,,,国产,,False,False,ok,"六维力传感器主流供应商与供应链状况 (eefocus, 2026-03)",C,0.55,not_declared,unknown,,False,,component
SENS-ft-xjc-ft,鑫精诚 XJC-FT 系列六维力传感器,XJC XJC-FT Series 6-Axis F/T Sensor,sensors,深圳鑫精诚传感技术 (XJC),force_torque_6axis,,,,,,,,3c_electronics; cobot; cost_sensitive,,,,国产,,False,False,ok,"六维力传感器主流供应商与供应链状况 (eefocus, 2026-03)",C,0.55,not_declared,unknown,,False,,component
SENS-ft-sysgroup-sysft,神源生 SYS-FT 系列六维力传感器,SYS SYS-FT Series 6-Axis F/T Sensor,sensors,南京神源生智能科技 (SYS),force_torque_6axis,,,,,,,,research; education; cobot,,,,国产,,False,False,ok,"六维力传感器主流供应商与供应链状况 (eefocus, 2026-03)",C,0.55,not_declared,unknown,,False,,component
SENS-ft-me-k3d,ME-Systeme K3D 系列多轴力传感器,ME-Systeme K3D Series Multi-Axis Force Sensor,sensors,ME-Meßsysteme GmbH (德国),force_torque_multiaxis,,,,,,,,automotive_testing; aerospace; research,,,,进口,高,False,False,ok,"六维力传感器主流供应商与供应链状况 (eefocus, 2026-03) + ME 官网",C,0.55,not_declared,unknown,,False,,component
SENS-ft-haozhi-6axis,昊志机电 六维力矩传感器,Haozhi 6-Axis Force/Torque Sensor,sensors,广州昊志机电 (300503.SZ),force_torque_6axis,,,,,,,,humanoid; cobot; joint_module,,,,国产,,False,False,ok,"昊志机电官网 + 人形伺服/驱控赛道分析 (东方财富, 2026-07)",C,0.55,not_declared,unknown,,False,,component
ACT-jm-leaderdrive-mechatronic,绿的谐波 机电一体化关节模组,LeaderDrive Mechatronic Integrated Joint Module,actuators,"苏州绿的谐波传动科技 (LeaderDrive, 688017.SH)",integrated_joint_module,,,,,,,,humanoid; cobot; torso; limb,,,,国产主力,,False,False,ok,绿的谐波公开披露 + Gasgoo (2026-02-09) + 券商研报,C,0.55,not_declared,unknown,,False,,component
ACT-jm-haozhi-integrated,昊志机电 一体化关节模组,Haozhi Integrated Joint Module,actuators,广州昊志机电 (300503.SZ),integrated_joint_module,,,,,,,,humanoid; cobot; wrist; torso,,,,国产,,False,False,ok,"昊志机电官网 + 人形伺服/驱控赛道分析 (东方财富, 2026-07)",C,0.55,not_declared,unknown,,False,,component
ACT-jm-kinco-triple,步科股份 电机-驱动-编码器三合一驱控模组,Kinco 3-in-1 Motor-Drive-Encoder Joint Module,actuators,"上海步科自动化 (Kinco, 688160.SH)",integrated_joint_module,,,,,,,,humanoid; cobot; service_robot,,,,国产主力,,False,False,ok,"步科股份官网 + 人形伺服赛道分析 (东方财富, 2026-07)",C,0.55,not_declared,unknown,,False,,component
ACT-jm-leisai-module,雷赛智能 超高密度关节模组,Leadshine Ultra-High-Density Joint Module,actuators,上海雷赛机器人科技（雷赛智能 002979.SZ 子公司）,integrated_joint_module,,,,,,,,humanoid; cobot; dexterous_hand,,,,国产主力,,False,False,ok,雷赛智能官网 + 无框力矩电机企业盘点 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-jm-tuopu-linear,拓普集团 直线执行器总成,Tuopu Group Linear Actuator Assembly,actuators,宁波拓普集团 (601689.SH),integrated_linear_actuator,,,,,,,,humanoid; linear_joint; automotive,,,,国产主力,,False,False,ok,拓普集团公开披露 + 人形机器人丝杠产业链拆解 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-jm-sanhua-actuator,三花智控 机电执行器总成,Sanhua Intelligent Controls Electromechanical Actuator Assembly,actuators,浙江三花智能控制 (002050.SZ),integrated_joint_module,,,,,,,,humanoid; rotary_actuator; linear_actuator,,,,国产主力,,False,False,ok,东方财富供应链分析 (2026-06) + 三花智控公开披露,C,0.55,not_declared,unknown,,False,,component
ACT-jm-zhaowei-micro,兆威机电 微型精密传动关节模组,Zhaowei Machinery Micro Precision Transmission Joint Module,actuators,深圳兆威机电 (003021.SZ),integrated_joint_module,,,,,,,,dexterous_hand; humanoid; micro_joint,,,,国产,,False,False,ok,兆威机电公开资料 + 机器人电机企业分析 (2026),C,0.55,not_declared,unknown,,False,,component
ACT-jm-topband-hand,拓邦股份 灵巧手一体化驱动模组,Topband Dexterous Hand Integrated Drive Module,actuators,深圳拓邦股份 (002139.SZ),integrated_joint_module,,,,,,,,dexterous_hand; humanoid,,,,国产,,False,False,ok,拓邦股份公开披露 + 机器人电机企业分析 (2026),C,0.55,not_declared,unknown,,False,,component
DATA-tele-mobile-aloha,Mobile ALOHA 移动双臂遥操作采集平台,Mobile ALOHA,data_acquisition,Stanford University（开源硬件，社区可自建）,teleoperation,,,,,,,,mobile_manipulation; imitation_learning; household_task,,,,,,True,False,ok,Stanford Mobile ALOHA 项目主页与论文（arXiv 2401.02117）,C,0.62,n_a,,,False,,component
DATA-tele-open-television,Open-TeleVision 沉浸式 VR 遥操作系统,Open-TeleVision,data_acquisition,UC San Diego / MIT（开源）,teleoperation,,,,,,,,humanoid; dexterous_hand; remote_teleoperation; imitation_learning,,,,,,True,False,ok,Open-TeleVision 项目主页与论文（arXiv 2407.01512）,C,0.62,n_a,,,False,,component
DATA-exo-airexo2,AirExo-2 低成本可穿戴外骨骼采集装置,AirExo-2,data_acquisition,上海交通大学（开源硬件）,exoskeleton_capture,,,,,,,,in_the_wild_capture; imitation_learning; manipulator,,,,,,False,False,ok,"AirExo-2 论文与开源仓库（上海交大 IRM Lab, 2025）",C,0.55,n_a,,,False,,component
DATA-tele-bunny-visionpro,Bunny-VisionPro 双手实时遥操作系统,Bunny-VisionPro,data_acquisition,UC San Diego（开源）,teleoperation,,,,,,,,bimanual_manipulation; dexterous_hand; imitation_learning,,,,,,False,False,ok,Bunny-VisionPro 项目主页与论文（arXiv 2407.03162）,C,0.55,n_a,,,False,,component
DATA-exo-ace-teleop,ACE 跨平台视觉-外骨骼遥操作系统,ACE (A Cross-platform Visual-Exoskeleton System),data_acquisition,UC San Diego（开源硬件）,exoskeleton_capture,,,,,,,,cross_embodiment; humanoid; imitation_learning,,,,,,False,False,ok,ACE 项目主页与论文（arXiv 2408.11805）,C,0.55,n_a,,,False,,component
DATA-glove-doglove,DOGlove 力反馈数据手套,DOGlove,data_acquisition,上海交通大学（开源硬件）,tactile_glove,,,,,,,,dexterous_hand; force_teleoperation; imitation_learning,,,,,,False,False,ok,"DOGlove 项目主页与论文（上海交大, arXiv 2502.07730）",C,0.55,n_a,,,False,,component
